optlim	invvar	unweight
0.9995344901969289	0.9995359299321844	0.00306719797687861
0.9202778249085404	0.9028945283656912	0.3074832953378726
0.9336135358089109	0.9148394139877399	0.009003167692432456
0.8840641459825026	0.8168103556497119	0.003694240565467477
0.8798523231317464	0.811188434509744	0.018128694128508285
